Location,Household Type,TimeFrame,DataFormat,Data,Fips
Riverdale,All Households,2009,Dollars,64252.9698,208
Williamsbridge,All Households,2009,Dollars,56979.49116,212
Throgs Neck,All Households,2009,Dollars,57284.35273,210
Pelham Parkway,All Households,2009,Dollars,59097.4768,211
Morrisania,All Households,2009,Dollars,28921.11853,203
East Tremont,All Households,2009,Dollars,28921.11853,206
Bedford Park,All Households,2009,Dollars,36319.25716,207
University Heights,All Households,2009,Dollars,29910.99294,205
Concourse/Highbridge,All Households,2009,Dollars,36350.1136,204
Unionport/Soundview,All Households,2009,Dollars,41580.8963,209
Mott Haven,All Households,2009,Dollars,23743.40889,201
Hunts Point,All Households,2009,Dollars,23743.40889,202
Washington Heights,All Households,2009,Dollars,45781.07411,112
Manhattanville,All Households,2009,Dollars,47659.61382,109
Central Harlem,All Households,2009,Dollars,38847.01624,110
East Harlem,All Households,2009,Dollars,34525.88122,111
Upper East Side,All Households,2009,Dollars,121965.6098,108
Upper West Side,All Households,2009,Dollars,130542.4643,107
Chelsea/Clinton,All Households,2009,Dollars,100921.5218,104
Midtown Business District,All Households,2009,Dollars,100921.5218,105
Murray Hill/Stuyvesant,All Households,2009,Dollars,121822.436,106
Lower East Side,All Households,2009,Dollars,50918.05325,103
Battery Park/Tribeca,All Households,2009,Dollars,125639.994,101
Greenwich Village,All Households,2009,Dollars,125639.994,102
Tottenville,All Households,2009,Dollars,94985.97814,503
South Beach,All Households,2009,Dollars,86406.65521,502
St. George,All Households,2009,Dollars,69317.12777,501
Williamsburg/Greenpoint,All Households,2009,Dollars,48422.38487,301
Bushwick,All Households,2009,Dollars,39224.699,304
Bedford Stuyvesant,All Households,2009,Dollars,37223.96781,303
Fort Greene/Brooklyn Hts,All Households,2009,Dollars,81653.53011,302
Park Slope,All Households,2009,Dollars,111405.3038,306
Crown Heights North,All Households,2009,Dollars,47432.51046,308
Brownsville,All Households,2009,Dollars,31896.91303,316
East New York,All Households,2009,Dollars,41162.48306,305
Canarsie,All Households,2009,Dollars,78786.35025,318
East Flatbush,All Households,2009,Dollars,59057.98056,317
Crown Heights South,All Households,2009,Dollars,46305.63349,309
Sunset Park,All Households,2009,Dollars,48312.53596,307
Bay Ridge,All Households,2009,Dollars,65342.81906,310
Borough Park,All Households,2009,Dollars,50574.92971,312
Flatbush/Midwood,All Households,2009,Dollars,49829.43826,314
Sheepshead Bay,All Households,2009,Dollars,60710.65117,315
Bensonhurst,All Households,2009,Dollars,47610.24352,311
Coney Island,All Households,2009,Dollars,40228.15023,313
Astoria,All Households,2009,Dollars,58546.99802,401
Jackson Heights,All Households,2009,Dollars,63669.16607,403
Flushing,All Households,2009,Dollars,64567.70543,407
Bayside,All Households,2009,Dollars,88954.16241,411
Queens Village,All Households,2009,Dollars,88829.50242,413
Fresh Meadows/Briarwood,All Households,2009,Dollars,65722.97032,408
Elmhurst/Corona,All Households,2009,Dollars,53443.34382,404
Rego Park/Forest Hills,All Households,2009,Dollars,81943.58059,406
Sunnyside/Woodside,All Households,2009,Dollars,68035.96862,402
Ridgewood/Glendale,All Households,2009,Dollars,64826.89948,405
Woodhaven,All Households,2009,Dollars,64434.40564,409
Jamaica/St. Albans,All Households,2009,Dollars,66969.57026,412
Howard Beach,All Households,2009,Dollars,76575.79532,410
The Rockaways,All Households,2009,Dollars,63743.22151,414
Bronx,All Households,2009,Dollars,40598.42744,36005
Brooklyn,All Households,2009,Dollars,53277.95333,36047
Manhattan,All Households,2009,Dollars,84800.88638,36061
Queens,All Households,2009,Dollars,68032.26585,36081
Staten Island,All Households,2009,Dollars,81821.38911,36085
New York City,All Households,2009,Dollars,61753.59864,3651000
Riverdale,Families,2009,Dollars,85257.56161,208
Williamsbridge,Families,2009,Dollars,65887.12655,212
Throgs Neck,Families,2009,Dollars,71638.76587,210
Pelham Parkway,Families,2009,Dollars,66757.27799,211
Morrisania,Families,2009,Dollars,31961.09442,203
East Tremont,Families,2009,Dollars,31961.09442,206
Bedford Park,Families,2009,Dollars,40207.16786,207
University Heights,Families,2009,Dollars,32438.75202,205
Concourse/Highbridge,Families,2009,Dollars,39507.34393,204
Unionport/Soundview,Families,2009,Dollars,49296.23908,209
Mott Haven,Families,2009,Dollars,29049.4813,201
Hunts Point,Families,2009,Dollars,29049.4813,202
Washington Heights,Families,2009,Dollars,47131.35166,112
Manhattanville,Families,2009,Dollars,56214.2516,109
Central Harlem,Families,2009,Dollars,49328.32977,110
East Harlem,Families,2009,Dollars,33360.74227,111
Upper East Side,Families,2009,Dollars,219708.9189,108
Upper West Side,Families,2009,Dollars,223275.9227,107
Chelsea/Clinton,Families,2009,Dollars,154396.9563,104
Midtown Business District,Families,2009,Dollars,154396.9563,105
Murray Hill/Stuyvesant,Families,2009,Dollars,182189.9636,106
Lower East Side,Families,2009,Dollars,42979.3099,103
Battery Park/Tribeca,Families,2009,Dollars,191669.0602,101
Greenwich Village,Families,2009,Dollars,191669.0602,102
Tottenville,Families,2009,Dollars,107417.4183,503
South Beach,Families,2009,Dollars,104181.1955,502
St. George,Families,2009,Dollars,83264.23597,501
Williamsburg/Greenpoint,Families,2009,Dollars,42137.54637,301
Bushwick,Families,2009,Dollars,38806.28575,304
Bedford Stuyvesant,Families,2009,Dollars,45121.98068,303
Fort Greene/Brooklyn Hts,Families,2009,Dollars,116648.4291,302
Park Slope,Families,2009,Dollars,137209.9225,306
Crown Heights North,Families,2009,Dollars,53993.8226,308
Brownsville,Families,2009,Dollars,36843.81654,316
East New York,Families,2009,Dollars,45939.05905,305
Canarsie,Families,2009,Dollars,91955.87632,318
East Flatbush,Families,2009,Dollars,68611.13255,317
Crown Heights South,Families,2009,Dollars,54575.15782,309
Sunset Park,Families,2009,Dollars,50631.70555,307
Bay Ridge,Families,2009,Dollars,80513.07631,310
Borough Park,Families,2009,Dollars,55821.75776,312
Flatbush/Midwood,Families,2009,Dollars,61180.90323,314
Sheepshead Bay,Families,2009,Dollars,77332.39508,315
Bensonhurst,Families,2009,Dollars,52612.68861,311
Coney Island,Families,2009,Dollars,52848.43177,313
Astoria,Families,2009,Dollars,61535.13509,401
Jackson Heights,Families,2009,Dollars,65514.38083,403
Flushing,Families,2009,Dollars,75805.61872,407
Bayside,Families,2009,Dollars,111620.0646,411
Queens Village,Families,2009,Dollars,107643.2874,413
Fresh Meadows/Briarwood,Families,2009,Dollars,75398.31379,408
Elmhurst/Corona,Families,2009,Dollars,52945.9381,404
Rego Park/Forest Hills,Families,2009,Dollars,107897.5444,406
Sunnyside/Woodside,Families,2009,Dollars,75794.51041,402
Ridgewood/Glendale,Families,2009,Dollars,76307.96147,405
Woodhaven,Families,2009,Dollars,69846.62417,409
Jamaica/St. Albans,Families,2009,Dollars,72283.04821,412
Howard Beach,Families,2009,Dollars,87486.63041,410
The Rockaways,Families,2009,Dollars,84936.65469,414
Bronx,Families,2009,Dollars,46158.75686,36005
Brooklyn,Families,2009,Dollars,60270.02129,36047
Manhattan,Families,2009,Dollars,109940.2404,36061
Queens,Families,2009,Dollars,77046.04737,36081
Staten Island,Families,2009,Dollars,99008.42289,36085
New York City,Families,2009,Dollars,69185.06223,3651000
Riverdale,Families with Children,2009,Dollars,85183.50617,208
Williamsbridge,Families with Children,2009,Dollars,51875.83697,212
Throgs Neck,Families with Children,2009,Dollars,63237.17599,210
Pelham Parkway,Families with Children,2009,Dollars,61068.58581,211
Morrisania,Families with Children,2009,Dollars,29620.94246,203
East Tremont,Families with Children,2009,Dollars,29620.94246,206
Bedford Park,Families with Children,2009,Dollars,32512.80746,207
University Heights,Families with Children,2009,Dollars,27891.74789,205
Concourse/Highbridge,Families with Children,2009,Dollars,34951.70001,204
Unionport/Soundview,Families with Children,2009,Dollars,39369.10711,209
Mott Haven,Families with Children,2009,Dollars,27393.10792,201
Hunts Point,Families with Children,2009,Dollars,27393.10792,202
Washington Heights,Families with Children,2009,Dollars,39693.7168,112
Manhattanville,Families with Children,2009,Dollars,59712.13697,109
Central Harlem,Families with Children,2009,Dollars,46907.95108,110
East Harlem,Families with Children,2009,Dollars,30588.60023,111
Upper East Side,Families with Children,2009,Dollars,235443.2318,108
Upper West Side,Families with Children,2009,Dollars,248565.8561,107
Chelsea/Clinton,Families with Children,2009,Dollars,217964.9133,104
Midtown Business District,Families with Children,2009,Dollars,217964.9133,105
Murray Hill/Stuyvesant,Families with Children,2009,Dollars,171862.9323,106
Lower East Side,Families with Children,2009,Dollars,38902.55783,103
Battery Park/Tribeca,Families with Children,2009,Dollars,192597.2217,101
Greenwich Village,Families with Children,2009,Dollars,192597.2217,102
Tottenville,Families with Children,2009,Dollars,104252.7824,503
South Beach,Families with Children,2009,Dollars,106270.7932,502
St. George,Families with Children,2009,Dollars,71272.19143,501
Williamsburg/Greenpoint,Families with Children,2009,Dollars,34401.22122,301
Bushwick,Families with Children,2009,Dollars,32016.636,304
Bedford Stuyvesant,Families with Children,2009,Dollars,32526.38429,303
Fort Greene/Brooklyn Hts,Families with Children,2009,Dollars,134969.7454,302
Park Slope,Families with Children,2009,Dollars,140412.8204,306
Crown Heights North,Families with Children,2009,Dollars,43406.36294,308
Brownsville,Families with Children,2009,Dollars,29981.34561,316
East New York,Families with Children,2009,Dollars,37879.35847,305
Canarsie,Families with Children,2009,Dollars,78362.99998,318
East Flatbush,Families with Children,2009,Dollars,61601.78499,317
Crown Heights South,Families with Children,2009,Dollars,55086.14037,309
Sunset Park,Families with Children,2009,Dollars,39412.30612,307
Bay Ridge,Families with Children,2009,Dollars,84992.19628,310
Borough Park,Families with Children,2009,Dollars,52878.05395,312
Flatbush/Midwood,Families with Children,2009,Dollars,50010.87409,314
Sheepshead Bay,Families with Children,2009,Dollars,75025.56807,315
Bensonhurst,Families with Children,2009,Dollars,51583.31797,311
Coney Island,Families with Children,2009,Dollars,56217.95437,313
Astoria,Families with Children,2009,Dollars,48764.27416,401
Jackson Heights,Families with Children,2009,Dollars,49940.52142,403
Flushing,Families with Children,2009,Dollars,83686.35199,407
Bayside,Families with Children,2009,Dollars,110789.4094,411
Queens Village,Families with Children,2009,Dollars,110881.9787,413
Fresh Meadows/Briarwood,Families with Children,2009,Dollars,81237.58538,408
Elmhurst/Corona,Families with Children,2009,Dollars,44245.65795,404
Rego Park/Forest Hills,Families with Children,2009,Dollars,115572.1567,406
Sunnyside/Woodside,Families with Children,2009,Dollars,67051.03125,402
Ridgewood/Glendale,Families with Children,2009,Dollars,65736.54716,405
Woodhaven,Families with Children,2009,Dollars,63133.49838,409
Jamaica/St. Albans,Families with Children,2009,Dollars,62829.87107,412
Howard Beach,Families with Children,2009,Dollars,75330.42964,410
The Rockaways,Families with Children,2009,Dollars,75624.18289,414
Bronx,Families with Children,2009,Dollars,38124.97569,36005
Brooklyn,Families with Children,2009,Dollars,53680.32123,36047
Manhattan,Families with Children,2009,Dollars,121947.096,36061
Queens,Families with Children,2009,Dollars,71686.9019,36081
Staten Island,Families with Children,2009,Dollars,87824.81692,36085
New York City,Families with Children,2009,Dollars,60737.80483,3651000
Riverdale,Families without Children,2009,Dollars,85835.19405,208
Williamsbridge,Families without Children,2009,Dollars,80098.36583,212
Throgs Neck,Families without Children,2009,Dollars,77615.04002,210
Pelham Parkway,Families without Children,2009,Dollars,72620.00047,211
Morrisania,Families without Children,2009,Dollars,35721.8766,203
East Tremont,Families without Children,2009,Dollars,35721.8766,206
Bedford Park,Families without Children,2009,Dollars,58077.98022,207
University Heights,Families without Children,2009,Dollars,47409.05957,205
Concourse/Highbridge,Families without Children,2009,Dollars,48371.78031,204
Unionport/Soundview,Families without Children,2009,Dollars,61595.6137,209
Mott Haven,Families without Children,2009,Dollars,32772.0015,201
Hunts Point,Families without Children,2009,Dollars,32772.0015,202
Washington Heights,Families without Children,2009,Dollars,51789.43895,112
Manhattanville,Families without Children,2009,Dollars,55371.25382,109
Central Harlem,Families without Children,2009,Dollars,61230.27352,110
East Harlem,Families without Children,2009,Dollars,34250.64182,111
Upper East Side,Families without Children,2009,Dollars,206709.7204,108
Upper West Side,Families without Children,2009,Dollars,198583.3699,107
Chelsea/Clinton,Families without Children,2009,Dollars,138863.8274,104
Midtown Business District,Families without Children,2009,Dollars,138863.8274,105
Murray Hill/Stuyvesant,Families without Children,2009,Dollars,183194.6491,106
Lower East Side,Families without Children,2009,Dollars,50918.05325,103
Battery Park/Tribeca,Families without Children,2009,Dollars,189892.9638,101
Greenwich Village,Families without Children,2009,Dollars,189892.9638,102
Tottenville,Families without Children,2009,Dollars,113410.9721,503
South Beach,Families without Children,2009,Dollars,103615.9056,502
St. George,Families without Children,2009,Dollars,100454.9725,501
Williamsburg/Greenpoint,Families without Children,2009,Dollars,54546.7699,301
Bushwick,Families without Children,2009,Dollars,44203.6932,304
Bedford Stuyvesant,Families without Children,2009,Dollars,64107.32744,303
Fort Greene/Brooklyn Hts,Families without Children,2009,Dollars,114972.3076,302
Park Slope,Families without Children,2009,Dollars,133468.8885,306
Crown Heights North,Families without Children,2009,Dollars,72006.57456,308
Brownsville,Families without Children,2009,Dollars,41836.38758,316
East New York,Families without Children,2009,Dollars,57653.39568,305
Canarsie,Families without Children,2009,Dollars,99540.38781,318
East Flatbush,Families without Children,2009,Dollars,70790.83106,317
Crown Heights South,Families without Children,2009,Dollars,53266.84502,309
Sunset Park,Families without Children,2009,Dollars,61596.84796,307
Bay Ridge,Families without Children,2009,Dollars,76262.29395,310
Borough Park,Families without Children,2009,Dollars,58514.90732,312
Flatbush/Midwood,Families without Children,2009,Dollars,69318.36202,314
Sheepshead Bay,Families without Children,2009,Dollars,80864.83965,315
Bensonhurst,Families without Children,2009,Dollars,53485.30857,311
Coney Island,Families without Children,2009,Dollars,50921.75603,313
Astoria,Families without Children,2009,Dollars,65930.32556,401
Jackson Heights,Families without Children,2009,Dollars,73854.25783,403
Flushing,Families without Children,2009,Dollars,71888.08585,407
Bayside,Families without Children,2009,Dollars,111773.1125,411
Queens Village,Families without Children,2009,Dollars,103151.8249,413
Fresh Meadows/Briarwood,Families without Children,2009,Dollars,69581.25884,408
Elmhurst/Corona,Families without Children,2009,Dollars,65485.99291,404
Rego Park/Forest Hills,Families without Children,2009,Dollars,106442.355,406
Sunnyside/Woodside,Families without Children,2009,Dollars,78883.85659,402
Ridgewood/Glendale,Families without Children,2009,Dollars,82777.93857,405
Woodhaven,Families without Children,2009,Dollars,81390.63329,409
Jamaica/St. Albans,Families without Children,2009,Dollars,78495.06552,412
Howard Beach,Families without Children,2009,Dollars,92647.06044,410
The Rockaways,Families without Children,2009,Dollars,89504.64119,414
Bronx,Families without Children,2009,Dollars,56345.08288,36005
Brooklyn,Families without Children,2009,Dollars,66312.94534,36047
Manhattan,Families without Children,2009,Dollars,103582.5807,36061
Queens,Families without Children,2009,Dollars,81743.6309,36081
Staten Island,Families without Children,2009,Dollars,104328.0721,36085
New York City,Families without Children,2009,Dollars,76354.86325,3651000
Riverdale,All Households,2010,Dollars,60728.98701,208
Williamsbridge,All Households,2010,Dollars,53365.1028,212
Throgs Neck,All Households,2010,Dollars,57314.02818,210
Pelham Parkway,All Households,2010,Dollars,52928.22108,211
Morrisania,All Households,2010,Dollars,24970.21775,203
East Tremont,All Households,2010,Dollars,24970.21775,206
Bedford Park,All Households,2010,Dollars,33027.04491,207
University Heights,All Households,2010,Dollars,31130.25008,205
Concourse/Highbridge,All Households,2010,Dollars,32439.6817,204
Unionport/Soundview,All Households,2010,Dollars,47679.57257,209
Mott Haven,All Households,2010,Dollars,25295.45192,201
Hunts Point,All Households,2010,Dollars,25295.45192,202
Washington Heights,All Households,2010,Dollars,49963.49315,112
Manhattanville,All Households,2010,Dollars,45226.9671,109
Central Harlem,All Households,2010,Dollars,42881.15495,110
East Harlem,All Households,2010,Dollars,37103.39412,111
Upper East Side,All Households,2010,Dollars,115867.1015,108
Upper West Side,All Households,2010,Dollars,109221.645,107
Chelsea/Clinton,All Households,2010,Dollars,94469.6054,104
Midtown Business District,All Households,2010,Dollars,94469.6054,105
Murray Hill/Stuyvesant,All Households,2010,Dollars,110579.619,106
Lower East Side,All Households,2010,Dollars,51350.59262,103
Battery Park/Tribeca,All Households,2010,Dollars,123927.5693,101
Greenwich Village,All Households,2010,Dollars,123927.5693,102
Tottenville,All Households,2010,Dollars,99116.32798,503
South Beach,All Households,2010,Dollars,83415.28418,502
St. George,All Households,2010,Dollars,72012.67113,501
Williamsburg/Greenpoint,All Households,2010,Dollars,50821.48031,301
Bushwick,All Households,2010,Dollars,44962.41095,304
Bedford Stuyvesant,All Households,2010,Dollars,44883.52952,303
Fort Greene/Brooklyn Hts,All Households,2010,Dollars,87123.9246,302
Park Slope,All Households,2010,Dollars,100653.9089,306
Crown Heights North,All Households,2010,Dollars,46808.23624,308
Brownsville,All Households,2010,Dollars,31840.18289,316
East New York,All Households,2010,Dollars,38306.03243,305
Canarsie,All Households,2010,Dollars,71386.47399,318
East Flatbush,All Households,2010,Dollars,52583.56994,317
Crown Heights South,All Households,2010,Dollars,47078.86019,309
Sunset Park,All Households,2010,Dollars,49030.26524,307
Bay Ridge,All Households,2010,Dollars,58696.27342,310
Borough Park,All Households,2010,Dollars,43858.07103,312
Flatbush/Midwood,All Households,2010,Dollars,52268.04425,314
Sheepshead Bay,All Households,2010,Dollars,56974.23128,315
Bensonhurst,All Households,2010,Dollars,46411.402,311
Coney Island,All Households,2010,Dollars,35334.02313,313
Astoria,All Households,2010,Dollars,56460.89526,401
Jackson Heights,All Households,2010,Dollars,54470.65628,403
Flushing,All Households,2010,Dollars,63227.70776,407
Bayside,All Households,2010,Dollars,85548.72327,411
Queens Village,All Households,2010,Dollars,92317.9629,413
Fresh Meadows/Briarwood,All Households,2010,Dollars,67031.0059,408
Elmhurst/Corona,All Households,2010,Dollars,50106.69327,404
Rego Park/Forest Hills,All Households,2010,Dollars,66913.29055,406
Sunnyside/Woodside,All Households,2010,Dollars,63340.56888,402
Ridgewood/Glendale,All Households,2010,Dollars,64634.22421,405
Woodhaven,All Households,2010,Dollars,69357.40109,409
Jamaica/St. Albans,All Households,2010,Dollars,60395.25791,412
Howard Beach,All Households,2010,Dollars,68330.72903,410
The Rockaways,All Households,2010,Dollars,58158.66619,414
Bronx,All Households,2010,Dollars,39523.23346,36005
Brooklyn,All Households,2010,Dollars,51143.07381,36047
Manhattan,All Households,2010,Dollars,77463.98422,36061
Queens,All Households,2010,Dollars,64384.23078,36081
Staten Island,All Households,2010,Dollars,85628.81825,36085
New York City,All Households,2010,Dollars,59152.57211,3651000
Riverdale,Families,2010,Dollars,66196.07638,208
Williamsbridge,Families,2010,Dollars,59463.24356,212
Throgs Neck,Families,2010,Dollars,69415.65199,210
Pelham Parkway,Families,2010,Dollars,62671.89712,211
Morrisania,Families,2010,Dollars,30697.00904,203
East Tremont,Families,2010,Dollars,30697.00904,206
Bedford Park,Families,2010,Dollars,36450.49865,207
University Heights,Families,2010,Dollars,33005.20082,205
Concourse/Highbridge,Families,2010,Dollars,35717.5082,204
Unionport/Soundview,Families,2010,Dollars,49269.33663,209
Mott Haven,Families,2010,Dollars,27555.10129,201
Hunts Point,Families,2010,Dollars,27555.10129,202
Washington Heights,Families,2010,Dollars,52202.51199,112
Manhattanville,Families,2010,Dollars,49402.82826,109
Central Harlem,Families,2010,Dollars,46900.46682,110
East Harlem,Families,2010,Dollars,41620.26574,111
Upper East Side,Families,2010,Dollars,208268.8,108
Upper West Side,Families,2010,Dollars,171325.5959,107
Chelsea/Clinton,Families,2010,Dollars,128825.4989,104
Midtown Business District,Families,2010,Dollars,128825.4989,105
Murray Hill/Stuyvesant,Families,2010,Dollars,174139.8423,106
Lower East Side,Families,2010,Dollars,53032.58727,103
Battery Park/Tribeca,Families,2010,Dollars,196197.5153,101
Greenwich Village,Families,2010,Dollars,196197.5153,102
Tottenville,Families,2010,Dollars,121746.8014,503
South Beach,Families,2010,Dollars,101981.544,502
St. George,Families,2010,Dollars,82759.96159,501
Williamsburg/Greenpoint,Families,2010,Dollars,50019.31692,301
Bushwick,Families,2010,Dollars,47558.21653,304
Bedford Stuyvesant,Families,2010,Dollars,50629.73778,303
Fort Greene/Brooklyn Hts,Families,2010,Dollars,105197.4789,302
Park Slope,Families,2010,Dollars,123348.701,306
Crown Heights North,Families,2010,Dollars,47361.61976,308
Brownsville,Families,2010,Dollars,37150.72298,316
East New York,Families,2010,Dollars,42532.86313,305
Canarsie,Families,2010,Dollars,77804.99468,318
East Flatbush,Families,2010,Dollars,58695.05986,317
Crown Heights South,Families,2010,Dollars,50793.56842,309
Sunset Park,Families,2010,Dollars,46963.57196,307
Bay Ridge,Families,2010,Dollars,62029.9237,310
Borough Park,Families,2010,Dollars,48431.97998,312
Flatbush/Midwood,Families,2010,Dollars,57534.89617,314
Sheepshead Bay,Families,2010,Dollars,74477.4122,315
Bensonhurst,Families,2010,Dollars,56112.60344,311
Coney Island,Families,2010,Dollars,50189.21537,313
Astoria,Families,2010,Dollars,61221.69251,401
Jackson Heights,Families,2010,Dollars,55615.04369,403
Flushing,Families,2010,Dollars,73377.92653,407
Bayside,Families,2010,Dollars,95219.5857,411
Queens Village,Families,2010,Dollars,101543.4487,413
Fresh Meadows/Briarwood,Families,2010,Dollars,82281.81881,408
Elmhurst/Corona,Families,2010,Dollars,52425.80709,404
Rego Park/Forest Hills,Families,2010,Dollars,83267.22981,406
Sunnyside/Woodside,Families,2010,Dollars,70136.50683,402
Ridgewood/Glendale,Families,2010,Dollars,69647.44201,405
Woodhaven,Families,2010,Dollars,78466.38507,409
Jamaica/St. Albans,Families,2010,Dollars,68733.63107,412
Howard Beach,Families,2010,Dollars,76938.51259,410
The Rockaways,Families,2010,Dollars,70159.56448,414
Bronx,Families,2010,Dollars,44449.07492,36005
Brooklyn,Families,2010,Dollars,56638.07507,36047
Manhattan,Families,2010,Dollars,94896.77864,36061
Queens,Families,2010,Dollars,73345.1604,36081
Staten Island,Families,2010,Dollars,100004.6542,36085
New York City,Families,2010,Dollars,65038.33981,3651000
Riverdale,Families with Children,2010,Dollars,47808.20996,208
Williamsbridge,Families with Children,2010,Dollars,42887.22275,212
Throgs Neck,Families with Children,2010,Dollars,54724.2904,210
Pelham Parkway,Families with Children,2010,Dollars,46311.89005,211
Morrisania,Families with Children,2010,Dollars,27212.87728,203
East Tremont,Families with Children,2010,Dollars,27212.87728,206
Bedford Park,Families with Children,2010,Dollars,31269.80952,207
University Heights,Families with Children,2010,Dollars,25926.5033,205
Concourse/Highbridge,Families with Children,2010,Dollars,28913.07532,204
Unionport/Soundview,Families with Children,2010,Dollars,38468.64952,209
Mott Haven,Families with Children,2010,Dollars,25021.18728,201
Hunts Point,Families with Children,2010,Dollars,25021.18728,202
Washington Heights,Families with Children,2010,Dollars,45344.68246,112
Manhattanville,Families with Children,2010,Dollars,43068.04324,109
Central Harlem,Families with Children,2010,Dollars,39889.72869,110
East Harlem,Families with Children,2010,Dollars,34081.62885,111
Upper East Side,Families with Children,2010,Dollars,278229.3406,108
Upper West Side,Families with Children,2010,Dollars,212700.7224,107
Chelsea/Clinton,Families with Children,2010,Dollars,126262.4594,104
Midtown Business District,Families with Children,2010,Dollars,126262.4594,105
Murray Hill/Stuyvesant,Families with Children,2010,Dollars,182793.7412,106
Lower East Side,Families with Children,2010,Dollars,49870.049,103
Battery Park/Tribeca,Families with Children,2010,Dollars,276547.346,101
Greenwich Village,Families with Children,2010,Dollars,276547.346,102
Tottenville,Families with Children,2010,Dollars,124240.6679,503
South Beach,Families with Children,2010,Dollars,102448.7647,502
St. George,Families with Children,2010,Dollars,64790.77349,501
Williamsburg/Greenpoint,Families with Children,2010,Dollars,43697.88106,301
Bushwick,Families with Children,2010,Dollars,40398.21047,304
Bedford Stuyvesant,Families with Children,2010,Dollars,34597.392,303
Fort Greene/Brooklyn Hts,Families with Children,2010,Dollars,137569.2012,302
Park Slope,Families with Children,2010,Dollars,143968.3049,306
Crown Heights North,Families with Children,2010,Dollars,39438.28424,308
Brownsville,Families with Children,2010,Dollars,28789.29217,316
East New York,Families with Children,2010,Dollars,36494.18683,305
Canarsie,Families with Children,2010,Dollars,73984.7067,318
East Flatbush,Families with Children,2010,Dollars,55632.03354,317
Crown Heights South,Families with Children,2010,Dollars,45572.8318,309
Sunset Park,Families with Children,2010,Dollars,39836.33203,307
Bay Ridge,Families with Children,2010,Dollars,57107.72292,310
Borough Park,Families with Children,2010,Dollars,41821.71676,312
Flatbush/Midwood,Families with Children,2010,Dollars,49526.61142,314
Sheepshead Bay,Families with Children,2010,Dollars,80825.54639,315
Bensonhurst,Families with Children,2010,Dollars,50594.54453,311
Coney Island,Families with Children,2010,Dollars,49065.45849,313
Astoria,Families with Children,2010,Dollars,50927.06006,401
Jackson Heights,Families with Children,2010,Dollars,44307.08836,403
Flushing,Families with Children,2010,Dollars,74056.30676,407
Bayside,Families with Children,2010,Dollars,97287.49253,411
Queens Village,Families with Children,2010,Dollars,89663.90642,413
Fresh Meadows/Briarwood,Families with Children,2010,Dollars,80847.39048,408
Elmhurst/Corona,Families with Children,2010,Dollars,43938.16601,404
Rego Park/Forest Hills,Families with Children,2010,Dollars,84507.48849,406
Sunnyside/Woodside,Families with Children,2010,Dollars,61369.74687,402
Ridgewood/Glendale,Families with Children,2010,Dollars,61563.91653,405
Woodhaven,Families with Children,2010,Dollars,65352.65194,409
Jamaica/St. Albans,Families with Children,2010,Dollars,54856.56847,412
Howard Beach,Families with Children,2010,Dollars,74894.87696,410
The Rockaways,Families with Children,2010,Dollars,61863.66593,414
Bronx,Families with Children,2010,Dollars,34387.44606,36005
Brooklyn,Families with Children,2010,Dollars,50433.141,36047
Manhattan,Families with Children,2010,Dollars,93241.48233,36061
Queens,Families with Children,2010,Dollars,66247.04591,36081
Staten Island,Families with Children,2010,Dollars,96488.96982,36085
New York City,Families with Children,2010,Dollars,55752.17601,3651000
Riverdale,Families without Children,2010,Dollars,75675.19627,208
Williamsbridge,Families without Children,2010,Dollars,71643.74879,212
Throgs Neck,Families without Children,2010,Dollars,84573.02075,210
Pelham Parkway,Families without Children,2010,Dollars,78109.59833,211
Morrisania,Families without Children,2010,Dollars,43813.16929,203
East Tremont,Families without Children,2010,Dollars,43813.16929,206
Bedford Park,Families without Children,2010,Dollars,54312.89344,207
University Heights,Families without Children,2010,Dollars,41839.92017,205
Concourse/Highbridge,Families without Children,2010,Dollars,39365.47061,204
Unionport/Soundview,Families without Children,2010,Dollars,59832.16591,209
Mott Haven,Families without Children,2010,Dollars,34744.2328,201
Hunts Point,Families without Children,2010,Dollars,34744.2328,202
Washington Heights,Families without Children,2010,Dollars,56682.9768,112
Manhattanville,Families without Children,2010,Dollars,51970.72196,109
Central Harlem,Families without Children,2010,Dollars,49194.09588,110
East Harlem,Families without Children,2010,Dollars,49791.16758,111
Upper East Side,Families without Children,2010,Dollars,176900.6921,108
Upper West Side,Families without Children,2010,Dollars,141775.4014,107
Chelsea/Clinton,Families without Children,2010,Dollars,129181.0721,104
Midtown Business District,Families without Children,2010,Dollars,129181.0721,105
Murray Hill/Stuyvesant,Families without Children,2010,Dollars,171683.5962,106
Lower East Side,Families without Children,2010,Dollars,55000.98216,103
Battery Park/Tribeca,Families without Children,2010,Dollars,165137.6517,101
Greenwich Village,Families without Children,2010,Dollars,165137.6517,102
Tottenville,Families without Children,2010,Dollars,115501.8198,503
South Beach,Families without Children,2010,Dollars,101808.0048,502
St. George,Families without Children,2010,Dollars,101418.452,501
Williamsburg/Greenpoint,Families without Children,2010,Dollars,67427.84013,301
Bushwick,Families without Children,2010,Dollars,50829.97523,304
Bedford Stuyvesant,Families without Children,2010,Dollars,56208.4747,303
Fort Greene/Brooklyn Hts,Families without Children,2010,Dollars,84174.97296,302
Park Slope,Families without Children,2010,Dollars,113708.1776,306
