Location,Household Type,TimeFrame,DataFormat,Data,Fips
Crown Heights North,Families without Children,2006,Dollars,74314.09755,308
Brownsville,Families without Children,2006,Dollars,48723.34737,316
East New York,Families without Children,2006,Dollars,56917.63219,305
Canarsie,Families without Children,2006,Dollars,95625.59539,318
East Flatbush,Families without Children,2006,Dollars,70972.54581,317
Crown Heights South,Families without Children,2006,Dollars,56280.57853,309
Sunset Park,Families without Children,2006,Dollars,66734.35098,307
Bay Ridge,Families without Children,2006,Dollars,92793.95147,310
Borough Park,Families without Children,2006,Dollars,62322.65504,312
Flatbush/Midwood,Families without Children,2006,Dollars,55047.52872,314
Sheepshead Bay,Families without Children,2006,Dollars,74160.46299,315
Bensonhurst,Families without Children,2006,Dollars,67358.16028,311
Coney Island,Families without Children,2006,Dollars,58693.70072,313
Astoria,Families without Children,2006,Dollars,66750.24421,401
Jackson Heights,Families without Children,2006,Dollars,78309.92062,403
Flushing,Families without Children,2006,Dollars,80648.8744,407
Bayside,Families without Children,2006,Dollars,101761.7069,411
Queens Village,Families without Children,2006,Dollars,104533.7512,413
Fresh Meadows/Briarwood,Families without Children,2006,Dollars,83971.88403,408
Elmhurst/Corona,Families without Children,2006,Dollars,64888.08735,404
Rego Park/Forest Hills,Families without Children,2006,Dollars,97568.54284,406
Sunnyside/Woodside,Families without Children,2006,Dollars,64917.22494,402
Ridgewood/Glendale,Families without Children,2006,Dollars,73318.12177,405
Woodhaven,Families without Children,2006,Dollars,88535.8901,409
Jamaica/St. Albans,Families without Children,2006,Dollars,75855.74092,412
Howard Beach,Families without Children,2006,Dollars,83012.99245,410
The Rockaways,Families without Children,2006,Dollars,80831.64655,414
Bronx,Families without Children,2006,Dollars,59193.01304,36005
Brooklyn,Families without Children,2006,Dollars,68062.76017,36047
Manhattan,Families without Children,2006,Dollars,95705.06155,36061
Queens,Families without Children,2006,Dollars,81211.75965,36081
Staten Island,Families without Children,2006,Dollars,105981.3596,36085
New York City,Families without Children,2006,Dollars,76345.7822,3651000
Riverdale,All Households,2007,Dollars,65958.15778,208
Williamsbridge,All Households,2007,Dollars,59863.25254,212
Throgs Neck,All Households,2007,Dollars,68125.89352,210
Pelham Parkway,All Households,2007,Dollars,57104.31614,211
Morrisania,All Households,2007,Dollars,26607.8936,203
East Tremont,All Households,2007,Dollars,26607.8936,206
Bedford Park,All Households,2007,Dollars,38978.02673,207
University Heights,All Households,2007,Dollars,31061.86282,205
Concourse/Highbridge,All Households,2007,Dollars,31967.34008,204
Unionport/Soundview,All Households,2007,Dollars,43231.065,209
Mott Haven,All Households,2007,Dollars,26825.56879,201
Hunts Point,All Households,2007,Dollars,26825.56879,202
Washington Heights,All Households,2007,Dollars,45667.99669,112
Manhattanville,All Households,2007,Dollars,53921.62154,109
Central Harlem,All Households,2007,Dollars,40226.117,110
East Harlem,All Households,2007,Dollars,39538.31493,111
Upper East Side,All Households,2007,Dollars,132474.0277,108
Upper West Side,All Households,2007,Dollars,111811.6292,107
Chelsea/Clinton,All Households,2007,Dollars,102253.2412,104
Midtown Business District,All Households,2007,Dollars,102253.2412,105
Murray Hill/Stuyvesant,All Households,2007,Dollars,124841.228,106
Lower East Side,All Households,2007,Dollars,41265.54822,103
Battery Park/Tribeca,All Households,2007,Dollars,135204.6277,101
Greenwich Village,All Households,2007,Dollars,135204.6277,102
Tottenville,All Households,2007,Dollars,100970.3744,503
South Beach,All Households,2007,Dollars,88073.4416,502
St. George,All Households,2007,Dollars,72123.90406,501
Williamsburg/Greenpoint,All Households,2007,Dollars,52597.53815,301
Bushwick,All Households,2007,Dollars,40612.52266,304
Bedford Stuyvesant,All Households,2007,Dollars,40385.83134,303
Fort Greene/Brooklyn Hts,All Households,2007,Dollars,82492.45588,302
Park Slope,All Households,2007,Dollars,98268.11088,306
Crown Heights North,All Households,2007,Dollars,45750.42989,308
Brownsville,All Households,2007,Dollars,32581.72507,316
East New York,All Households,2007,Dollars,41693.17049,305
Canarsie,All Households,2007,Dollars,78650.29562,318
East Flatbush,All Households,2007,Dollars,55490.42851,317
Crown Heights South,All Households,2007,Dollars,50093.62949,309
Sunset Park,All Households,2007,Dollars,49703.35977,307
Bay Ridge,All Households,2007,Dollars,63406.59242,310
Borough Park,All Households,2007,Dollars,48974.3411,312
Flatbush/Midwood,All Households,2007,Dollars,53086.98532,314
Sheepshead Bay,All Households,2007,Dollars,58342.10226,315
Bensonhurst,All Households,2007,Dollars,53445.05456,311
Coney Island,All Households,2007,Dollars,40277.63776,313
Astoria,All Households,2007,Dollars,59831.05207,401
Jackson Heights,All Households,2007,Dollars,62646.66129,403
Flushing,All Households,2007,Dollars,67405.89098,407
Bayside,All Households,2007,Dollars,90288.83404,411
Queens Village,All Households,2007,Dollars,96634.90296,413
Fresh Meadows/Briarwood,All Households,2007,Dollars,71219.71482,408
Elmhurst/Corona,All Households,2007,Dollars,57425.03284,404
Rego Park/Forest Hills,All Households,2007,Dollars,81742.82891,406
Sunnyside/Woodside,All Households,2007,Dollars,68620.49276,402
Ridgewood/Glendale,All Households,2007,Dollars,65359.22901,405
Woodhaven,All Households,2007,Dollars,67068.43004,409
Jamaica/St. Albans,All Households,2007,Dollars,62416.10592,412
Howard Beach,All Households,2007,Dollars,77104.67299,410
The Rockaways,All Households,2007,Dollars,54145.73682,414
Bronx,All Households,2007,Dollars,43993.57217,36005
Brooklyn,All Households,2007,Dollars,53331.7089,36047
Manhattan,All Households,2007,Dollars,82712.70711,36061
Queens,All Households,2007,Dollars,68485.25078,36081
Staten Island,All Households,2007,Dollars,86277.94331,36085
New York City,All Households,2007,Dollars,62637.64516,3651000
Riverdale,Families,2007,Dollars,71783.86708,208
Williamsbridge,Families,2007,Dollars,66052.18316,212
Throgs Neck,Families,2007,Dollars,84586.77455,210
Pelham Parkway,Families,2007,Dollars,66143.6325,211
Morrisania,Families,2007,Dollars,32799.40026,203
East Tremont,Families,2007,Dollars,32799.40026,206
Bedford Park,Families,2007,Dollars,40425.75993,207
University Heights,Families,2007,Dollars,33063.44413,205
Concourse/Highbridge,Families,2007,Dollars,38877.56126,204
Unionport/Soundview,Families,2007,Dollars,49381.35506,209
Mott Haven,Families,2007,Dollars,32651.27809,201
Hunts Point,Families,2007,Dollars,32651.27809,202
Washington Heights,Families,2007,Dollars,47977.4145,112
Manhattanville,Families,2007,Dollars,60131.16046,109
Central Harlem,Families,2007,Dollars,44620.83735,110
East Harlem,Families,2007,Dollars,44694.25443,111
Upper East Side,Families,2007,Dollars,229308.5736,108
Upper West Side,Families,2007,Dollars,206625.2735,107
Chelsea/Clinton,Families,2007,Dollars,155270.6735,104
Midtown Business District,Families,2007,Dollars,155270.6735,105
Murray Hill/Stuyvesant,Families,2007,Dollars,166459.6934,106
Lower East Side,Families,2007,Dollars,40993.77624,103
Battery Park/Tribeca,Families,2007,Dollars,181608.0832,101
Greenwich Village,Families,2007,Dollars,181608.0832,102
Tottenville,Families,2007,Dollars,120563.7173,503
South Beach,Families,2007,Dollars,98980.3853,502
St. George,Families,2007,Dollars,86585.77982,501
Williamsburg/Greenpoint,Families,2007,Dollars,50480.03515,301
Bushwick,Families,2007,Dollars,40694.95587,304
Bedford Stuyvesant,Families,2007,Dollars,46487.17668,303
Fort Greene/Brooklyn Hts,Families,2007,Dollars,85680.30256,302
Park Slope,Families,2007,Dollars,131877.675,306
Crown Heights North,Families,2007,Dollars,52142.86749,308
Brownsville,Families,2007,Dollars,38359.77768,316
East New York,Families,2007,Dollars,52560.1856,305
Canarsie,Families,2007,Dollars,88189.3633,318
East Flatbush,Families,2007,Dollars,64996.00769,317
Crown Heights South,Families,2007,Dollars,61842.93753,309
Sunset Park,Families,2007,Dollars,51278.60684,307
Bay Ridge,Families,2007,Dollars,71558.46378,310
Borough Park,Families,2007,Dollars,56971.6502,312
Flatbush/Midwood,Families,2007,Dollars,63868.99119,314
Sheepshead Bay,Families,2007,Dollars,72291.34651,315
Bensonhurst,Families,2007,Dollars,65135.11373,311
Coney Island,Families,2007,Dollars,56962.63407,313
Astoria,Families,2007,Dollars,63836.79072,401
Jackson Heights,Families,2007,Dollars,59708.69027,403
Flushing,Families,2007,Dollars,78437.77251,407
Bayside,Families,2007,Dollars,101198.3538,411
Queens Village,Families,2007,Dollars,104482.8019,413
Fresh Meadows/Briarwood,Families,2007,Dollars,88534.55235,408
Elmhurst/Corona,Families,2007,Dollars,58014.94547,404
Rego Park/Forest Hills,Families,2007,Dollars,107514.7983,406
Sunnyside/Woodside,Families,2007,Dollars,68267.5756,402
Ridgewood/Glendale,Families,2007,Dollars,74052.0683,405
Woodhaven,Families,2007,Dollars,75313.03876,409
Jamaica/St. Albans,Families,2007,Dollars,69326.3271,412
Howard Beach,Families,2007,Dollars,81494.24127,410
The Rockaways,Families,2007,Dollars,68168.39814,414
Bronx,Families,2007,Dollars,48915.09223,36005
Brooklyn,Families,2007,Dollars,61517.06875,36047
Manhattan,Families,2007,Dollars,89133.48112,36061
Queens,Families,2007,Dollars,77390.61318,36081
Staten Island,Families,2007,Dollars,101200.9298,36085
New York City,Families,2007,Dollars,68098.84513,3651000
Riverdale,Families with Children,2007,Dollars,74940.80131,208
Williamsbridge,Families with Children,2007,Dollars,56152.4702,212
Throgs Neck,Families with Children,2007,Dollars,86437.65765,210
Pelham Parkway,Families with Children,2007,Dollars,66615.0474,211
Morrisania,Families with Children,2007,Dollars,29007.47274,203
East Tremont,Families with Children,2007,Dollars,29007.47274,206
Bedford Park,Families with Children,2007,Dollars,38341.74541,207
University Heights,Families with Children,2007,Dollars,29115.66632,205
Concourse/Highbridge,Families with Children,2007,Dollars,28904.43123,204
Unionport/Soundview,Families with Children,2007,Dollars,42862.69161,209
Mott Haven,Families with Children,2007,Dollars,28436.88038,201
Hunts Point,Families with Children,2007,Dollars,28436.88038,202
Washington Heights,Families with Children,2007,Dollars,35571.21685,112
Manhattanville,Families with Children,2007,Dollars,60135.02452,109
Central Harlem,Families with Children,2007,Dollars,38746.18333,110
East Harlem,Families with Children,2007,Dollars,42825.33906,111
Upper East Side,Families with Children,2007,Dollars,253024.8649,108
Upper West Side,Families with Children,2007,Dollars,248192.2181,107
Chelsea/Clinton,Families with Children,2007,Dollars,141947.4064,104
Midtown Business District,Families with Children,2007,Dollars,141947.4064,105
Murray Hill/Stuyvesant,Families with Children,2007,Dollars,150086.3976,106
Lower East Side,Families with Children,2007,Dollars,34641.26723,103
Battery Park/Tribeca,Families with Children,2007,Dollars,167170.6798,101
Greenwich Village,Families with Children,2007,Dollars,167170.6798,102
Tottenville,Families with Children,2007,Dollars,113585.2312,503
South Beach,Families with Children,2007,Dollars,102023.9739,502
St. George,Families with Children,2007,Dollars,80373.66486,501
Williamsburg/Greenpoint,Families with Children,2007,Dollars,46378.9831,301
Bushwick,Families with Children,2007,Dollars,31167.48036,304
Bedford Stuyvesant,Families with Children,2007,Dollars,34906.59911,303
Fort Greene/Brooklyn Hts,Families with Children,2007,Dollars,79539.02864,302
Park Slope,Families with Children,2007,Dollars,165690.7461,306
Crown Heights North,Families with Children,2007,Dollars,41533.45615,308
Brownsville,Families with Children,2007,Dollars,34399.11968,316
East New York,Families with Children,2007,Dollars,41031.12879,305
Canarsie,Families with Children,2007,Dollars,84210.67304,318
East Flatbush,Families with Children,2007,Dollars,53291.78032,317
Crown Heights South,Families with Children,2007,Dollars,48251.76252,309
Sunset Park,Families with Children,2007,Dollars,45405.24084,307
Bay Ridge,Families with Children,2007,Dollars,66124.31221,310
Borough Park,Families with Children,2007,Dollars,46395.72734,312
Flatbush/Midwood,Families with Children,2007,Dollars,59136.8099,314
Sheepshead Bay,Families with Children,2007,Dollars,76103.88234,315
Bensonhurst,Families with Children,2007,Dollars,64039.00968,311
Coney Island,Families with Children,2007,Dollars,50373.12958,313
Astoria,Families with Children,2007,Dollars,62951.92176,401
Jackson Heights,Families with Children,2007,Dollars,54016.93493,403
Flushing,Families with Children,2007,Dollars,67207.53608,407
Bayside,Families with Children,2007,Dollars,92929.2727,411
Queens Village,Families with Children,2007,Dollars,101279.499,413
Fresh Meadows/Briarwood,Families with Children,2007,Dollars,79407.65071,408
Elmhurst/Corona,Families with Children,2007,Dollars,52162.18778,404
Rego Park/Forest Hills,Families with Children,2007,Dollars,116845.2069,406
Sunnyside/Woodside,Families with Children,2007,Dollars,54015.64692,402
Ridgewood/Glendale,Families with Children,2007,Dollars,70556.38511,405
Woodhaven,Families with Children,2007,Dollars,73068.02189,409
Jamaica/St. Albans,Families with Children,2007,Dollars,60234.20197,412
Howard Beach,Families with Children,2007,Dollars,72845.19462,410
The Rockaways,Families with Children,2007,Dollars,66649.82391,414
Bronx,Families with Children,2007,Dollars,42131.0969,36005
Brooklyn,Families with Children,2007,Dollars,53474.67899,36047
Manhattan,Families with Children,2007,Dollars,78565.28638,36061
Queens,Families with Children,2007,Dollars,69182.06899,36081
Staten Island,Families with Children,2007,Dollars,99406.71955,36085
New York City,Families with Children,2007,Dollars,60831.84272,3651000
Riverdale,Families without Children,2007,Dollars,69252.91002,208
Williamsbridge,Families without Children,2007,Dollars,77482.06252,212
Throgs Neck,Families without Children,2007,Dollars,80116.06109,210
Pelham Parkway,Families without Children,2007,Dollars,65631.00099,211
Morrisania,Families without Children,2007,Dollars,39047.57975,203
East Tremont,Families without Children,2007,Dollars,39047.57975,206
Bedford Park,Families without Children,2007,Dollars,49347.86657,207
University Heights,Families without Children,2007,Dollars,45840.59121,205
Concourse/Highbridge,Families without Children,2007,Dollars,47940.06195,204
Unionport/Soundview,Families without Children,2007,Dollars,58646.07472,209
Mott Haven,Families without Children,2007,Dollars,42961.86906,201
Hunts Point,Families without Children,2007,Dollars,42961.86906,202
Washington Heights,Families without Children,2007,Dollars,57739.30944,112
Manhattanville,Families without Children,2007,Dollars,60122.14433,109
Central Harlem,Families without Children,2007,Dollars,53678.18597,110
